585 Deerling 60 50 75 0.6 6 7.1
586 Sawsbuck 100 70 95 1.9 8 9.1
587 Emolga 75 60 103 0.4 5.5 6.6
588 Karrablast 75 45 60 0.5 5 6.1
589 Escavalier 135 105 20 1 7 8.1
590 Foongus 55 45 15 0.2 6.9 8
591 Amoonguss 85 70 30 0.6 10 10
592 Frillish 40 50 40 1.2 5.5 6.6
593 Jellicent 60 70 60 2.2 10 10
594 Alomomola 75 80 65 1.2 10 10
595 Joltik 47 50 65 0.1 5 6.1
596 Galvantula 77 60 108 0.8 7 8.1
597 Ferroseed 50 91 10 0.6 4.4 5.5
598 Ferrothorn 94 131 20 1 7.4 8.5
599 Klink 55 70 30 0.3 4 5.1
600 Klang 80 95 50 0.6 6 7.1
601 Klinklang 100 115 90 0.6 6 7.1
602 Tynamo 55 40 60 0.2 3.5 4.6
603 Eelektrik 85 70 40 1.2 6.5 7.6
604 Eelektross 115 80 50 2.1 8.5 9.6
605 Elgyem 55 55 30 0.5 5.5 6.6
606 Beheeyem 75 75 40 1 7.5 8.6
607 Litwick 30 55 20 0.3 5 6.1
608 Lampent 40 60 55 0.6 6 7.1
609 Chandelure 55 90 80 1 6 7.1
610 Axew 87 60 57 0.6 4.6 5.7
611 Fraxure 117 70 67 1 6.6 7.7
612 Haxorus 147 90 97 1.8 7.6 8.7
613 Cubchoo 70 40 40 0.5 5.5 6.6
614 Beartic 130 80 50 2.6 9.5 10
615 Cryogonal 50 50 105 1.1 8 9.1
616 Shelmet 40 85 25 0.4 5 6.1
617 Accelgor 70 40 145 0.8 8 9.1
618 Stunfisk 66 84 32 0.7 10 10
619 Mienfoo 85 50 65 0.9 4.5 5.6
620 Mienshao 125 60 105 1.4 6.5 7.6
621 Druddigon 120 90 48 1.6 7.7 8.8
622 Golett 74 50 35 1 5.9 7
623 Golurk 124 80 55 2.8 8.9 10
624 Pawniard 85 70 60 0.5 4.5 5.6
625 Bisharp 125 100 70 1.6 6.5 7.6
626 Bouffalant 110 95 55 1.6 9.5 10
627 Rufflet 83 50 60 0.5 7 8.1
628 Braviary 123 75 80 1.5 10 10
629 Vullaby 55 75 60 0.5 7 8.1
630 Mandibuzz 65 105 80 1.2 10 10
631 Heatmor 97 66 65 1.4 8.5 9.6
632 Durant 109 112 109 0.3 5.8 6.9
633 Deino 65 50 38 0.8 5.2 6.3
634 Zweilous 85 70 58 1.4 7.2 8.3
635 Hydreigon 105 90 98 1.8 9.2 10
636 Larvesta 85 55 60 1.1 5.5 6.6
637 Volcarona 60 65 100 1.6 8.5 9.6
638 Cobalion 90 129 108 2.1 9.1 10
639 Terrakion 129 90 108 1.9 9.1 10
640 Virizion 90 72 108 2 9.1 10
641 Tornadus 100 80 121 1.5 7.9 9
642 Thundurus 105 70 101 1.5 7.9 9
643 Reshiram 120 100 90 3.2 10 10
644 Zekrom 150 120 90 2.9 10 10
645 Landorus 145 90 91 1.5 8.9 10
646 Kyurem 120 90 95 3 10 10
647 Keldeo 72 90 108 1.4 9.1 10
648 Meloetta 128 90 128 0.6 10 10
649 Genesect 120 95 99 1.5 7.1 8.2
650 Chespin 61 65 38 0.4 5.6 6.7
651 Quilladin 78 95 57 0.7 6.1 7.2
652 Chesnaught 107 122 64 1.6 8.8 9.9
653 Fennekin 45 40 60 0.4 4 5.1
654 Braixen 59 58 73 1 5.9 7
655 Delphox 69 72 104 1.5 7.5 8.6
656 Froakie 56 40 71 0.3 4.1 5.2
657 Frogadier 63 52 97 0.6 5.4 6.5
658 Greninja 145 67 132 1.5 7.2 8.3
659 Bunnelby 36 38 57 0.4 3.8 4.9
660 Diggersby 56 77 78 1 8.5 9.6
661 Fletchling 50 43 62 0.3 4.5 5.6
662 Fletchinder 73 55 84 0.7 6.2 7.3
663 Talonflame 81 71 126 1.2 7.8 8.9
664 Scatterbug 35 40 35 0.3 3.8 4.9
665 Spewpa 22 60 29 0.3 4.5 5.6
666 Vivillon 52 50 89 1.2 8 9.1
667 Litleo 50 58 72 0.6 6.2 7.3
668 Pyroar 68 72 106 1.5 8.6 9.7
669 Flabébé 38 39 42 0.1 4.4 5.5
670 Floette 65 67 92 0.2 7.4 8.5
671 Florges 65 68 75 1.1 7.8 8.9
672 Skiddo 65 48 52 0.9 6.6 7.7
673 Gogoat 100 62 68 1.7 10 10
674 Pancham 82 62 43 0.6 6.7 7.8
675 Pangoro 124 78 58 2.1 9.5 10
676 Furfrou 80 60 102 1.2 7.5 8.6
677 Espurr 48 54 68 0.3 6.2 7.3
678 Meowstic 48 76 104 0.6 7.4 8.5
679 Honedge 80 100 28 0.8 4.5 5.6
680 Doublade 110 150 35 0.8 5.9 7
681 Aegislash 150 50 60 1.7 6 7.1
682 Spritzee 52 60 23 0.2 7.8 8.9
683 Aromatisse 72 72 29 0.8 10 10
684 Swirlix 48 66 49 0.4 6.2 7.3
685 Slurpuff 80 86 72 0.8 8.2 9.3
686 Inkay 54 53 45 0.4 5.3 6.4
687 Malamar 92 88 73 1.5 8.6 9.7
688 Binacle 52 67 50 0.5 4.2 5.3
689 Barbaracle 105 115 68 1.3 7.2 8.3
690 Skrelp 60 60 30 0.5 5 6.1
691 Dragalge 75 90 44 1.8 6.5 7.6
692 Clauncher 53 62 44 0.5 5 6.1
693 Clawitzer 73 88 59 1.3 7.1 8.2
694 Helioptile 38 33 70 0.5 4.4 5.5
695 Heliolisk 55 52 109 1 6.2 7.3
696 Tyrunt 89 77 48 0.8 5.8 6.9
697 Tyrantrum 121 119 71 2.5 8.2 9.3
698 Amaura 59 50 46 1.3 7.7 8.8
699 Aurorus 77 72 58 2.7 10 10
700 Sylveon 65 65 60 1 9.5 10
701 Hawlucha 92 75 118 0.8 7.8 8.9
702 Dedenne 58 57 101 0.2 6.7 7.8
703 Carbink 50 150 50 0.3 5 6.1
704 Goomy 50 35 40 0.3 4.5 5.6
705 Sliggoo 75 53 60 0.8 6.8 7.9
706 Goodra 100 70 80 2 9 10
707 Klefki 80 91 75 0.2 5.7 6.8
708 Phantump 70 48 38 0.4 4.3 5.4
709 Trevenant 110 76 56 1.5 8.5 9.6
710 Pumpkaboo 66 70 41 0.8 5.9 7
711 Gourgeist 100 122 54 1.7 8.5 9.6
712 Bergmite 69 85 28 1 5.5 6.6
713 Avalugg 117 184 28 2 9.5 10
714 Noibat 30 35 55 0.5 4 5.1
715 Noivern 70 80 123 1.5 8.5 9.6
716 Xerneas 131 95 99 3 10 10
717 Yveltal 131 95 99 5.8 10 10
718 Zygarde 100 121 85 5 10 10
719 Diancie 160 110 110 0.7 5 6.1
720 Hoopa 160 60 80 0.4 8 9.1
721 Volcanion 110 120 70 1.7 8 9.1
722 Rowlet 55 55 42 0.3 6.8 7.9
723 Dartrix 75 75 52 0.7 7.8 8.9
724 Decidueye 107 75 70 1.6 7.8 8.9
725 Litten 65 40 70 0.4 4.5 5.6
726 Torracat 85 50 90 0.7 6.5 7.6
727 Incineroar 115 90 60 1.8 9.5 10
728 Popplio 54 54 40 0.4 5 6.1
729 Brionne 69 69 50 0.6 6 7.1
730 Primarina 74 74 60 1.8 8 9.1
731 Pikipek 75 30 65 0.3 3.5 4.6
732 Trumbeak 85 50 75 0.6 5.5 6.6
733 Toucannon 120 75 60 1.1 8 9.1
734 Yungoos 70 30 45 0.4 4.8 5.9
735 Gumshoos 110 60 45 0.7 8.8 9.9
736 Grubbin 62 45 46 0.4 4.7 5.8
737 Charjabug 82 95 36 0.5 5.7 6.8
738 Vikavolt 70 90 43 1.5 7.7 8.8
739 Crabrawler 82 57 63 0.6 4.7 5.8
740 Crabominable 132 77 43 1.7 9.7 10
741 Oricorio 70 70 93 0.6 7.5 8.6
742 Cutiefly 45 40 84 0.1 4 5.1
743 Ribombee 55 60 124 0.2 6 7.1
744 Rockruff 65 40 60 0.5 4.5 5.6
745 Lycanroc 115 75 82 0.6 8.5 9.6
746 Wishiwashi 140 130 30 0.2 4.5 5.6
747 Mareanie 53 62 45 0.4 5 6.1
748 Toxapex 63 152 35 0.7 5 6.1
749 Mudbray 100 70 45 1 7 8.1
750 Mudsdale 125 100 35 2.5 10 10
751 Dewpider 40 52 27 0.3 3.8 4.9
752 Araquanid 70 92 42 1.8 6.8 7.9
753 Fomantis 55 35 35 0.3 4 5.1
754 Lurantis 105 90 45 0.9 7 8.1
755 Morelull 35 55 15 0.2 4 5.1
756 Shiinotic 45 80 30 1 6 7.1
757 Salandit 44 40 77 0.6 4.8 5.9
758 Salazzle 64 60 117 1.2 6.8 7.9
759 Stufful 75 50 50 0.5 7 8.1
760 Bewear 125 80 60 2.1 10 10
761 Bounsweet 30 38 32 0.3 4.2 5.3
762 Steenee 40 48 62 0.7 5.2 6.3
763 Tsareena 120 98 72 1.2 7.2 8.3
764 Comfey 52 90 100 0.1 5.1 6.2
765 Oranguru 60 80 60 1.5 9 10
766 Passimian 120 90 80 2 10 10
767 Wimpod 35 40 80 0.5 2.5 3.6
768 Golisopod 125 140 40 2 7.5 8.6
769 Sandygast 55 80 15 0.5 5.5 6.6
770 Palossand 75 110 35 1.3 8.5 9.6
771 Pyukumuku 60 130 5 0.3 5.5 6.6
772 Type:-Null 95 95 59 1.9 9.5 10
773 Silvally 95 95 95 2.3 9.5 10
774 Minior 100 60 120 0.3 6 7.1
775 Komala 115 65 65 0.4 6.5 7.6
776 Turtonator 78 135 36 2 6 7.1
777 Togedemaru 98 63 96 0.3 6.5 7.6
778 Mimikyu 90 80 96 0.2 5.5 6.6
779 Bruxish 105 70 92 0.9 6.8 7.9
780 Drampa 60 85 36 3 7.8 8.9
781 Dhelmise 131 100 40 3.9 7 8.1
782 Jangmo-o 55 65 45 0.6 4.5 5.6
783 Hakamo-o 75 90 65 1.2 5.5 6.6
784 Kommo-o 110 125 85 1.6 7.5 8.6
785 Tapu-Koko 115 85 130 1.8 7 8.1
786 Tapu-Lele 85 75 95 1.2 7 8.1
787 Tapu-Bulu 130 115 75 1.9 7 8.1
788 Tapu-Fini 75 115 85 1.3 7 8.1
789 Cosmog 29 31 37 0.2 4.3 5.4
790 Cosmoem 29 131 37 0.1 4.3 5.4
791 Solgaleo 137 107 97 3.4 10 10
792 Lunala 113 89 97 4 10 10
793 Nihilego 53 47 103 1.2 10 10
794 Buzzwole 139 139 79 2.4 10 10
795 Pheromosa 137 37 151 1.8 7.1 8.2
796 Xurkitree 89 71 83 3.8 8.3 9.4
797 Celesteela 101 103 61 9.2 9.7 10
798 Kartana 181 131 109 0.3 5.9 7
799 Guzzlord 101 53 43 5.5 10 10
800 Necrozma 107 101 79 2.4 9.7 10
801 Magearna 95 115 65 1 8 9.1
